# 2026/06/13 - 13:35 | PDB: 24.26 | UniProt: 2026.02
SP_PRIMARY	PDB
Q97ZE3	4r56;3lwh;5wvw;6a2i;2jtm;5k17;4r55;6a2h;3kxt;5wvy;5wvz;5wwc;3lwi;5k07
Q97ZE7	5l3s;2iy3;1qzx;5l3v;1qzw;3kl4;3zn8
Q97ZE8	8put
Q97ZF4	2a2y;2bky;1udv
Q97ZH2	5vfk
Q97ZH3	5gip;7xpl;3id5;3id6;5gin;5gio;3pla;3icx
Q97ZH4	9fsf;9frl;9fhl;9fy0;9fs6;9fs8;9frk;9fra
Q97ZJ5	2xvc
Q97ZJ6	2xvc
Q97ZJ7	4lgm;2v6y
Q97ZJ8	6k8o;6k8n
Q97ZJ9	3hkz;2pmz
Q97ZK2	3fhg
Q97ZK4	9fs6;9fsf;9frk;9fra;9frl;9fs8;9fy0;9fhl
Q97ZL0	2bjd;4oj3;4ojh;4oj1;4oix;2bje;4ojg;1y9o
Q97ZQ0	1th7
Q97ZQ5	9fs6;9fhl;9fs8;9frl;9fy0;9frk;9fra;9fsf
Q97ZR0	2x3d
Q97ZR1	9fs6;9fy0;9fs8
Q97ZS5	3t8j
Q97ZS7	5ofn;4wyh;5of3
Q97ZX7	3hkz;2pmz
Q97ZY6	9fsf;9fs6;9fhl;9fs8;9frl;9frk;9fy0;9fra
Q97ZY7	9fy0;9fs6;9fsf;9fra;9fs8;9frk;9frl;9fhl
Q97ZZ6	9fs6;9fy0;9fs8;9fsf;9frl;9fra;9fhl;9frk
Q980A3	3hkz;2pmz
Q980A5	4m2l;4nbs;2pmd;6h6k;6i5m;2qmu;6swc;3cw2;3pen;6r8t;4rd2;3i1f;5jb3;2aho;4rcz;4m0l;4rd4;4qhy;5jbh;4rcy;4rd1;4m53;4rjl;3v11;5dsz;4rd0;4rd6;3sjz;4m4s;2plf;4qfm;6r8s;3qsy;6sw9;4rd3;2qn6
Q980A6	9fhl;9fsf;9fra;9frk;9fs8;9frl;9fy0;9fs6
Q980A8	9fsf;9frk;9fy0;9fs6;9frl;9fs8;9fra;9fhl
Q980B8	3hkz
Q980C1	2kds;2joy
Q980E5	6h1y;3tco
Q980F7	9frk;9frl;9fs8;9fra;9fsf;9fhl;9fs6;9fy0
Q980F8	6iqo;6iqc
Q980K0	2pmz;2pa8;3hkz
Q980K5	6tmf;3ozx
Q980K7	9fra;9fhl;9fs6;9frk;9fsf;9frl;9fs8;9fy0
Q980L5	3hkz
Q980M2	2mez
Q980M3	2qtf;2qth;3kxi;3kxl;3kxk
Q980M5	1q1h
Q980N4	2qby
Q980Q4	1xtu;3g6w;1xtv;1vst;1xtt
Q980Q5	9frk;9fs8;9fhl;9fs6;9fy0;9fsf;9frl;9fra
Q980Q9	2pmz;3hkz
Q980R1	2pmz;3hkz
Q980R2	3hkz;2pmz
Q980R9	4r3k;5c88;6ag5;2x7b;4lx9;4r3l;6ag4
Q980S6	3nva
Q980S9	4l7i;4l2z;4ws9;4k0b;4hpv
Q980T8	2hiv;7rpw;7rpx;7rpo;2hix
Q980U8	2izo
Q980V0	9frk;9frl;9fy0;9fhl;9fra;9fs8;9fs6;9fsf
Q980V1	1xty
Q980V4	9f9u
Q980V5	2ayj
Q980W2	3ktw
Q980W3	9fra;9frl;9fy0;9fs8;9frk;9fs6;9fhl;9fsf;2kco
Q980Z8	2pmz;3hkz
Q98142	7czf;7b7n
Q98146	8k4o;8k4p;8w1a;9ejc
Q98147	1g3n
Q98148	5a76
Q98157	2fj2;1hfn;1hhv;1vmp;4rws;1hfg;1hff;2fht;1cm9
Q981B2	7duv;7dv2
Q981B3	7dut;7dwr;7dv3
Q981B4	8yk9;8wqn;8wq8
Q981D4	5h35;5wtr
Q981G2	2p10
Q981H6	2poz
Q98325	2f1s;2bbz;2bbr
Q983D6	3b5e
Q983T0	3fh1
Q98459	8h2i;6ncl
Q98473	8h2i;6ncl
Q98505	6ncl
Q98530	8h2i
Q98534	8h2i
Q98550	6ncl
Q98573	8h2i;6ncl
Q98576	8h2i;6ncl
Q986E8	3hk4
Q986N2	2obx
Q98776	5chs
Q987B2	3gju
Q987E0	2oz8
Q98823	1i1r
Q98830	4jmr
Q988B7	3nug;3ndr;3rwb
Q988B8	2z9v;2z9w;2z9u;2z9x
Q988B9	4kep;4keq;3aj3
Q988C8	4om8
Q988D0	2z7b
Q988D3	4h2p;3alj;4jy3;4jy2;4gf7;3gmc;3gmb;5hxi;3alm;4h2n;4h2q;3all;4h2r
Q988D4	3kxp
Q988L5	2hq9
Q98945	2pi7
Q98989	4wvm
Q989D4	3snk
Q989T9	4p7x;4p7w
Q98AA0	2qj8
Q98BN1	3bde
Q98BZ3	3dxq
Q98D42	4nv7;2bsz;4nv8
Q98D70	3bhq
Q98ES4	3c1l
Q98F67	3bkw
Q98FH6	3q64
Q98FZ2	3rd6
Q98GG1	1r9c
Q98GN8	6iax;6qd4;6qd3;2zd9;4chw;1u12;2k0g;3beh;6qcy;6m63;4muv;1vp6;2kxl;3cl1;3clp;6eo1;6i9d;6qcz;6qd0;3co2;6qd2;4chv;6qd1
Q98H03	3pi7
Q98H69	3qqm
Q98I56	2o2x
Q98IT8	3q63
Q98IZ3	3hx8
Q98SW5	6d35;5kzz;6d32;5kzv;5kzy
Q98SW6	7rhr;7rhq
Q98TC9	7e1e
Q98TF5	8q87;8q7z
Q98TF6	8q87;8q7z
Q98TF7	8q7z;8q87
Q98TF8	8q87;8q7z
Q98TF9	8q7z;8q87
Q98TH5	8q87;8q7z
Q98TT9	7aml;8os6;7ab8
Q98TU0	7aml;8os6;7ab8
Q98UD4	3wud
Q98UI8	7jl7
Q98UN8	7t6x
Q98VG9	7sna;3ub0;7smv;4zro;6lp9;3ew5;3eti;3jzt;3gzf;5eu8
Q98W00	5nem;5ner;5ned;5ne4
Q98XH7	3o6m;3o6l
Q98Y46	2bss
Q99003	2bsc;3f6j;1o9w;1o9v;1o9z;1zpl;3f64
Q99034	1qoz
Q99036	1qnq;1qnr;1qns;1qnp;1qno
Q99039	9vlh;9vli
Q99040	4xb3;2zid;2zic;4wlc
Q99062	2d9q
Q99068	8jxi;8jut;8jxf;8jxh
Q99075	1xdt;2m8s
Q99081	4jol;2knh
Q99104	4kp3;6ku0;8rbg;2ix7;8r9v;7yv9;8rbf;8of8;4zlk;3wb8
Q99176	2p22;2f66;2caz
Q99181	6g90;7oqe;5zwo;5nrl;5zwm;7oqb;5lsl;5gm6;5lsb
Q991M3	3sku
Q991S8	7egy
Q99207	9n75;9n74;6ke6;5wlc;6zqd;7d5s;6lqq;6zqc;7aju;6lqp;9n6w;9n70;6zqg;7d63;7suk;6lqs;9n76;9n79;6zqb;6lqv;9n6v;9n73;6zqe;9n77;9g33;6zqf;9n78;7d4i;9n72;6lqt;9n6z;6zqa;7d5t;6lqu;9n7b;9n6x;6lqr;9n6y;7ajt;9n7a
Q99216	9n77;6zqe;8c00;8c01;9n6v;9g33;9n70;6y7c;7wto;7wtp;7wtr;9n76;6eml;7aju;7wtl;7wtq;6zqg;7wtm;6zqa;6rbd;9n74;6zqb;7wtn;5wlc;9n78;9n6w;6zqd;5wyj;7suk;9n72;9n73;7ajt;9n6z;6fai;6zqf;6zqc;9n79;8cbj;9n75;9n6x;9n7a;9n7b;5wyk;9n6y
Q99220	2yma;6vk3
Q99250	4rly;4jpz;2kav;6j8e;6but
Q99257	2jp7;8hbn;1of5;6exz;8hfr;2khh;4wwu
Q99259	2okj;3vp6
Q99260	9ayr
Q99271	6qk8
Q99278	7ui9;3r84;5sva;3rj1;8cen;5oqm;8ceo;7uio;7uig;7uif;4gwq;3j1o;4gwp;4v1o;4h62
Q99279	1fx2
Q99280	1fx4
Q992I2	2vrs;2bsf;2bt8;2jjl;2bt7
Q99312	8j6h;8jb3
Q99314	7f5m
Q99315	4ol8;7q5b
Q99321	7aup;7aum;7aul;7aur;7auu;7aun;7aut;7auq;7auo;7auj;7aus;7aui;7auk
Q99325	7brn
Q99380	6xcu;8age;6ezn;8agb;8agc;6c26;1rkl;6xcr;7oci
Q99383	2cjk;2km8
Q99385	4k1c
Q99394	7e8s;7e94;7u05;7e93;7u06;7e8t;7ea3;7kmt;7e2c;7e2d
Q993A4	6tz1;6ty8;6ty9;6tz2;6tz0
Q993A8	2ny1;2ny3
Q99405	1wsd;1mpt
Q99417	2yy0
Q99418	4z21;1pbv;1r8m;4jwl;4jmi;1r8s;4jxh;4l5m;4jmo;1s9d;1r8q
Q99435	9pwq;10ft;6pog
Q99436	9heu;9k4v;5lex;5lez;7w3m;7w3c;8yix;9k56;9k53;9k5b;9k4l;5t0i;5ln3;6msd;6kwy;6htp;7nan;9uf8;9k59;8tm6;9vug;6msk;6xmj;9nki;8ud9;9k4w;6huc;6msb;7qy7;7qxu;7w3b;5vfs;8qys;8qym;9bui;9bw4;9k5d;8qyl;7w38;9bv3;9e8g;9yuz;22mm;9nkf;6huu;5vfo;6htd;7w37;9ug9;9k5c;9k50;9k4r;9u3l;7v5g;7v5m;5vfr;9m2w;9k58;9k4u;9u7r;5vfu;9nkg;7qya;7qxp;9k4o;6huq;5gjq;7w3f;7w3i;7w3k;6msg;9bv1;9e8o;6wjn;5a0q;5l4g;5lf3;7w3j;7qxn;7qyb;5vft;9e8q;9k4j;9k4y;6mse;8tm4;7pg9;7w3a;9k4z;9vue;9k4s;9szt;5le5;5t0h;8usb;8cvr;7naq;8bzl;8qyo;8qyn;8yiy;8yiz;7w39;9mbq;5t0j;9vuf;5t0c;6wjd;9qvx;9bv2;9k4k;6rey;5lf4;5lf6;5gjr;6huv;7nht;7w3h;9nkj;9k51;9k5a;9szv;9k4p;9k4t;5t0g;6hub;4r3o;6htr;8tm5;7qxx;6msh;8qyj;9mbp;9k4m;5m32;5vfp;7nao;9k55;9k5e;6htc;7lxv;7w3g;7nap;7qxw;8cvt;9k4x;9k57;5ley;6msj;5vfq;5lf0;5lf1;5lf7;6htb;8usc;8cvs;8cxb;8qz9;4r67;6r70;6rgq;9k54;9hmn
Q99437	9det;7unf;6wm4;7u4t;6wm2;9cfc;6wlw;6wm3;9cf8
Q99439	1wyn
Q99442	7brt
Q99447	4xsv;3elb
Q99453	8p7g;8ek5;8ptl;8pui;7mja
Q99459	5z58;7abi;5mqf;6ff7;5yzg;8ro2;8c6j;9r8v;2dim;6id1;6qdv;8i0v;8i0w;6id0;8i0r;5xjc;5z57;7qtt;8i0p;6zym;8ch6;7aav;8i0u;9fmd;7w5b;2din;5z56;7w59;7a5p;7w5a;7abg;8i0t;7dvq;7abh;8i0s;6icz;6ff4
Q99460	9u3l;7qy7;7w3f;7qxx;9w39;9szt;5t0i;5v1z;6oi4;9k54;9k4x;9k4u;5t0c;5ln3;5vhs;7w3g;9e8l;9e8h;9k59;5t0h;5v1y;5vhi;7w3j;7w38;9k5e;5vhf;5gjr;9heu;9nkg;9bui;9k4y;9k4k;9k5a;9ug9;9k4p;9k4o;5vgz;6uyi;6mse;7w3i;7qxp;5m32;5t0j;6msk;5vfq;5vhh;6msd;7w39;9k5d;9k4w;9k4l;9k4m;9k4r;6wjn;5l4k;5vft;8jrt;9bv1;9k4v;9wbg;9k4j;9k4s;9k4t;5gjq;9nkj;7qyb;5vfr;5vfs;9uf8;9e8o;9e8i;9e8j;6msj;6wjd;6uyj;5vfp;6msh;9nki;7qxw;9bv3;7w3a;9e8q;9e8g;7w3c;7qxu;8k0g;9m2w;9szv;5t0g;7w3m;9k53;6msb;7w3h;8usc;8cvt;7qxn;9u4m;8jti;9k58;9k51;9k50;9nkf;7w3k;8usb;8usd;6msg;9k56;9k5b;7qya;8jri;9bv2;7w37;9k4z;9mbq;9mbp;9k55;9k5c;5vfu;6co4;7w3b;9bw4;9k57;22mm
Q99466	7or7;7or5;7or3
Q99467	3b2d
Q99469	6b25;2dl4
Q99471	6nr9;6nr8;7wu7;6nrc;6nrd;6nrb
Q99489	6rkf
Q99490	2iwr;2bmj;2rlo
Q99496	3rpg;9v9h;3gs2;2h0d;4r8p;9v8l;9v9q;9v9v;7nd1;8pp7;9dgg;9v9p;9dde;9v6q;9v9x;6wi7;9v9y;6wi8;9v6x;9v9u;4s3o;3h8h;8grm;9v9r;9dby;3ixs;9v6s
Q99497	9cfz;3b36;3bwe;5sya;6af9;6afg;6e5z;7pa3;9yzv;2r1u;3cz9;4n0m;7c62;1p5f;1soa;4oq4;6afi;1pdw;6m8z;5sy6;9cfm;9cgb;4p36;5ip5;4n12;3b38;6af7;6afe;9cfo;9cgd;9cmy;3ezg;1ucf;4bte;8ppw;3f71;9cge;3cyf;4rky;6afb;6afj;1pdv;4p34;3b3a;9cfi;1pe0;4zgg;3cy6;6afl;9cga;9cgf;9cei;4s0z;5sy9;6afc;4mtc;2rk3;9cg0;6aff;7pa2;8pq0;2or3;2r1t;6afh;9cmx;2r1v;4mnt;6afd;6af5;9ycu;4ogf;4p2g;3sf8;6afa;9cgg;9k7q;1q2u;4rkw;9cfy;9yh8;3cza;2rk6;9cfq;9ygx;9yfr;4p35;1j42;2rk4
Q994K2	3wfv
Q994M9	8gje
Q994Q3	8ci7;3u71
Q99500	9w0o;7c4s;9wp9;9l74;7ew2;7ew4;7ew3;9w0l;9w0h
Q99504	9n0y;9c7t
Q99523	3g2v;3f6k;6eho;4msl;5mrh;4po7;8t8s;6x4h;6x48;4n7e;8t8r;9i0n;3g2u;9i0o;9r18;5mri;6x3l
Q99527	8xoh;8xoj;8xoi;8xof;8xog
Q99536	6lii;6lhr;6k9y
Q99538	5lua;4fgu;7fqh;7fqj;4n6o;7fqi;4aw9;5lub;4awa;4n6n;5lu8;8ae5;7fqk;4awb;7fql;8ae4;7o50;5lu9
Q99543	6cgh;2m2e
Q99547	6h25;6d6q;6d6r
Q99549	8qfb;3qo2;3lwe;7m5u;9h77;3svm;3r93;6v2s
Q99551	3mva;5co0;3n6s;5crk;5cky;3mvb;3n7q;5crj
Q99558	6z1q;8yhw;6wpp;4dn5;6z1t;4idt;4g3d;4idv
Q99567	7r5k;7mni;7r5j
Q99570	7bl1;9rxa;9rxb;9mhh;9rx9;9rx8;9mhg;9s47;9c82;9rx5;13bv;9mhf;9rx6
Q99571	9c48;9gp7;9bqi;9bqh
Q99572	9e3m;9e3o;9e3n;9e3p
Q99574	3f02;3fgq;3f5n
Q99575	9uha;6ahr;6ahu;9uh9;9uh7
Q99581	2ypr;3zp5
Q99584	2l5x;2k8m;1yuu;1yut;2h2k;2egd;1yus;2le9;2ki4;2kot;2ki6;1yur
Q99592	8p2p
Q99593	5bqd;2x6u;4s0h;2x6v
Q99594	8a0v;9ixt;8a0u;7cnl;8p0m;5emw;7zjq;9ixs;8zbg;8zbh
Q99598	3pja;3qb5
Q99603	8wyi;8jc0;9jxz;9jy0;9jy1;9jy4;8yc0;8wy0
Q99613	9kzu;8oz0;8pj4;6zon;8pj5;6ybd;28zy;3j8c;3j8b;9bln;8xxn;8pj2;28zx;9kn6;8pj1;8pj6;8rg0;9kn5;7qp6;9krp;6zp4;9kkf;9kzx;8pj3;7qp7;8ppl;6ybw;6zmw;7a09
Q99616	2ra4
Q99619	6jwm;6dn6;6key;5xn3;6jkj;6jwn;3emw;9rv5;6dn5
Q99623	9o6s;8rrh;9unl;9o9z;9o6t;6iqe;9oa0;8j4i
Q99626	5lty;6es2;7q4n;6es3
Q99627	4wsn;9e81;9e77;9eg1;4d10;6r7f;9eg8;9qo4;9qo5;9e5z;9qo3;9qo1;8h3f;6r7h;6r7n;9efm;9efq;9qo6;9ph4;6r6h;6r7i;9egl;9efv;9qo0;4d18;8h38;8h3a;9qo2
Q99633	2dk4
Q99638	6hm5;3g65;8wu8;3a1j;7z6h;8jzy;3ggr;6j8y;8gnn
Q99640	5vcx;8wjy;3p1a;5vcw;9lgv;8zul;9lgl;8d6e;23fw;8d6d;9m6p;5vcz;9lid;13lw;8d6f;13lv;8zu2;5vcy;5vd3;5vcv;8zud;23es;9lgn;8d6c;5vd0;5vd1;8ztx;13lx
Q99643	9kc4;8gs8
Q99653	7x2u;7dsv;7dsx;2e30
Q99661	2heh;4y05;5mio;4ubf
Q99665	8xrp;8yi7
Q99675	2ea5
Q99679	8hmv;8hj0;8hj2;8hix;8hj1
Q99683	7mu7;3vw6;5v19;5vio;5ulm;4bib;5up3;5vil;5uor;7mu6;4bic;5uox;6oyt;5v24;6ejl;6oyw;6e2m;6e2n;8qgy;2clq;6e2o;4bhn;4bf2;6xih;4bid;4bie;6vre
Q99685	8ptr;8rvf;9f8b;9f8d;9i9c;7l4u;3pe6;7zpg;7l4w;8aqf;9i5j;8ptq;9fy5;9q8d;5zun;6bq0;6ax1;4uuq;3jw8;9i3y;9i56;7l4t;7prm;3hju;8ptc;9f8c;7l50;9g4m;9f8a;3jwe
Q99697	2l7f;2lkx;2l7m
Q99700	3ktr
Q99704	2v76
Q99705	8wwj;8wwm;8wwh;8wwi;8wwk;8wwl;8wwn;8wss
Q99706	3wyr
Q99707	9sst;9ssp;9ssv;9sss;9ssr;2o2k;9ssu;4ccz;9ssq
Q99708	4d2h;1y98;7bgf
Q99714	9ey0;9ey2;8cbo;1u7t;8cbk;8rr4;1so8;8cbm;8rr3;2o23;8cbl;9ey1;8rr1;9gch;7onu
Q99715	9ufg
Q99717	6tbz;6fzs;6tce
Q99719	6wcu
Q99720	6djz;5hk1;6dk1;6dk0;5hk2
Q99726	9jj2;8xn1;9jj1
Q99728	7lyb;8grq;2r1z;7e8i;7lyc;1jm7;7jzv;3c5r;6m14;2nte;3fa2
Q99729	3s7r
Q99731	2mp1;9ko6;7sta;9ko2;9xhh
Q99735	6ssu;6ssr;6ssw;6sss
Q99741	8ht7;2cch;8s0e;8rwv;2cci;4i5n;4i5l
Q99748	6q2o;6q2r;5mr4;6gl7;5mr9;5mr5;5nmz
Q99757	1w4v;1uvz;1w89
Q99758	7w01;7w02
Q99759	4yl6;2pph;2c60;2o2v;2jrh;4y5o
Q99784	4xat;6qhj
Q99788	9l3w;9l3z;8sg1;7ykd;8zjg
Q997F0	9mzh;9vxv;9vxy;9cgi;9cwo;9ir3;9vum;9ir4;9iva;9knz;9cok;9iv9;9gju;9ftf;9bdq;9gjt;8zpv;21xo;9muw;9fux
Q997H2	4ue0
Q99801	2l9r
Q99807	7ssp;7sss
Q99808	8tzi;6ob6;6ob7
Q99811	9lyv
Q99814	6d0c;2a24;7q5x;6d09;4ghi;7q5v;8ruz;6x28;6x37;8ruv;8q6e;3h82;3f1o;4pky;7ujv;3f1n;8ck4;8ck3;6x2h;8q5s;6x21;4xt2;8q64;8rut;9i64;6x3d;9of2;4gs9;6bvb;5ufp;6i7r;8q6d;6czw;5tbm;1p97;5kiz;9of0;3f1p;6i7q;8rv1;6d0b;8ck8;3h7w
Q99816	3obu;1s1q;4yc1;3p9g;4eje;6ud0;4zny;1m4q;3p9h;5vkg;7zlx;1m4p;3obq;3obs;6vme;1kpp;1kpq;3iv1;3obx;7nlc;2f0r
Q99828	1dgu;1xo5;6od0;6ocx;2l4h;2lm5;1y1a;1dgv;2l4i
Q99832	8shp;8sgl;8ib8;8sha;7nvl;9nr4;6nra;6nrd;7lup;7x0a;8i9u;8sgq;9noc;8sh9;7wz3;8hki;8sg8;8shl;8sff;9npw;9nrh;8she;7x0v;8sho;8i1u;9nq1;8shd;6nr9;9nr1;7x0s;8sfe;8shn;9noo;8shf;8shg;7wu7;9nq6;7nvm;9nop;9noq;6nr8;8shq;8sht;8sgc;9nre;9nrf;7nvo;6nrb;7lum;7trg;7x6q;8sg9;9nrd;9nrg;6qb8;7ttn;6nrc;7x3j;9e2s;7nvn;7x3u;7ttt;7tub;7x7y
Q99835	6xbj;6ot0;5v57;7zi0;4qin;6xbl;4o9r;5l7i;4qim;6xbk;4jkv;4n4w;5v56;5l7d;6xbm
Q99836	7ber;9hfv;2js7;8w8m;6i3n;7beq;2z5v;4eo7;9hgh;7l6w;3mop;8s78;8yym;4dom
Q99848	8fkv;8fkw;8fky;8fku;8fkp;8fkt;8fkq;8fkx;8fkr;8fks
Q99856	4ljx;2kk0
Q99871	7sqk
Q99873	8z7h;8z2z;9bhg;6nt2;8z7o;9jp0;9bhd;9bh4
Q99877	8ol1
Q99878	8ol1
Q99879	10yi;9d3t;9d3o;9d3l;9d3s;10yg;9d3p;10yh;9d3n;9d3m;10ye;9d3q;9d3k
Q99884	9wmn;9wmp;9wml;9wx7;9wmo;9wmm;9wx9
Q99895	4h4f
Q99932	8j07;7ung
Q99933	5aqo;5aqs;5aqv;3fzf;5aqg;5aqt;5aql;5aqm;3fzm;3fzh;5aqq;9szv;5aqp;9szt;5aqr;3m3z;5aqu;9heu;5aqh;3fzk;1wxv;3ldq;5aqf;5aqi;1hx1;5aqk;5aqj;3fzl;5aqn
Q99952	4gfv;4nnd;2oc3;4gfu
Q99956	2hxp;3lj8
Q99958	6lbm;9vrq;6o3t;1d5v;6ako;6akp
Q99959	3tt9
Q99962	1x03;2d4c;1x04;2dbm
Q99963	2ew3;2z0v
Q99967	7qgs;1p4q;7lvs;1r8u
Q99969	8xgm;9uyi;8sg1;9uym;8jjp;9l3y;9uyl;9uyh;9l3w;7ykd;9uyj;8zjg
Q99972	4wxq;7sij;7ske;4wxs;6ou1;6pke;7skf;6ou3;7sjv;9drw;6pkf;9doz;6ou2;7sib;6pkd;7sju;7sjt;7t8d;4wxu;6ou0;7sjw;7skg;8frr;7skd
Q99973	11gz
Q99983	5yq5
Q99986	6dd4;2kul;6bru;9zkg;6cfm;6cqh;5ukf;6cmm;8f8y;3op5;7tan;2kty;6cnx;6csw;6vxu;2rsv;5uvf;6bp0;8v42;6btw;6vzh;2lav;6bu6;6ac9;7m10;6npn
Q99988	5vt2;6q2j;5vz4;5vz3
Q99AU2	2ijn;2d3u;3o8b;3o8r;3o8c;2gc8;2qe5;6mvk;6mvq;2d41;2d3z;3o8d;2qe2;3hhk;2fvc
Q99AU3	6nu0;5ul6;6dgk;6ox7;6atv;2n74;6u28
Q99BK1	5y6r
Q99FX5	5jer;5jeo
Q99H25	7wn7
Q99HR6	5fcg
Q99IB8	2xym;5uj2;4aex;5npj;6ht4;4e76;4e7a;4wtk;9ljt;2kzq;4wt9;4wtf;4wtm;9ljs;4wtc;4wti;4wtd;4wtg;9lju;4obc;2lif;9ljr;9ljw;4j1v;4wta;5qj1;3i5k;5qj0;4e78;9ljv;2xxd;4aep;4wte;5twm;4wtl;2lvg;4wtj
Q99J21	9cc2;5ye5;5wpv;5ye2;7sq9;9cbz;5ye1;7sq7;5wpq;7sq6;7sq8;5wpt;5ydz
Q99J99	5wqk;5wqj
Q99JB4	5tzn;6e7d
Q99JB6	9d2l;8sro;9d2e;9d22;9d2j;8srp;4i1l;7tdx;7tdw
Q99JB8	3qe6;3m3w;3syv
Q99JF5	3f0n
Q99JL1	9ijx
Q99JR6	5z9r
Q99JT9	1vr3;5i8y;5i91;5i93;5i8t;5i8s
Q99JV5	5brl;1jss
Q99JX3	5h3j;5gml;5gmi;5gmj
Q99JY9	7aqk
Q99K10	3b3q
Q99K23	3oqc
Q99K48	2cpj;2rs8
Q99K70	5x6v
Q99K74	8t1i;8t1l;6w1s
Q99K90	3a9j;7e62
Q99KD6	7o3c;8pw5;7o3e;7o37
Q99KK2	3ewi;1qwj
Q99KP6	8d5j;8d5k
Q99KQ4	7q8t;2h3d;2gvl;2h3b
Q99LC3	8rgr;8iao;7psa;8olt;8pw7;6zr2;8rgq;8ibb;8ibd;7ak6;8ib6;8rgt;8ib4;6ztq;8ca3;8c2s;6g2j;8om1;8ic2;8ibf;8rgp;8pw5;8iaq;8ca5;8pw6;6g72;8ic4;7ak5;8uca;8ib9;7b93
Q99LC4	2vis;2vit;6c5h;1jnn;2ntf;6c5i;1jnl;3hkf;5mp3;1afv;2vir;1e6j;1jhk;2a1w;1gig;4q0x;6c5j;6c5k
Q99LE1	4kp3
Q99LG4	4abn
Q99LI7	2ooe;2ond
Q99LM3	2k3s;2jv9
Q99LS1	5a4r
Q99LT0	9ijj
Q99LY9	8rgp;8ib6;8om1;8ib9;8ib4;6ztq;7ak5;8ibd;8iao;8iaq;7ak6;8pw6;6g72;7psa;8pw7;8rgt;7b93;8ca5;8c2s;8rgq;8ic4;6zr2;8ca3;8ibb;8rgr;8uca;8pw5;8olt;6g2j;8ibf;8ic2
Q99M71	6jla
Q99M75	3kj4
Q99MB1	7wm4;3ciy;7c77;3cig;7das;7da7
Q99MD6	2lv3
Q99MH5	8wzb;8x2u
Q99ML1	2vof;2roc
Q99MV1	4b9w;4b9x
Q99MZ3	9sae;9sac;4gnt
Q99MZ6	5f3y
Q99N13	1tqe
Q99N28	5zo2
Q99N84	7pnu;7pnv;7pnt;7pnw
Q99N85	9hcc;9hce;9hch;9hcf;9hcg;9e9c;9hcd
Q99N87	7pnw;7pnt;7pnv;7pnu
Q99N90	9hch;9hcg;9e9c;9hcf
Q99N91	9hcf;9hch;9e9c;9hcg
Q99N92	9hcf;9e9c;9hch;9hcg
Q99N93	9hcf;9hch;9hcd;9hcg
Q99N94	9e9c;9hch;9hce;9hcg;9hcf;9hcd
Q99N95	9hch;9hcc;9hce;9hcd;9hcf;9e9c;9hcg
Q99NB8	2knz
Q99NC0	5z2q;9syn
Q99NH2	2koh;2koj
Q99P21	7ef9;7ef8;7efa
Q99P58	2zet;2iey;2if0;2iez
Q99P68	2kd3
Q99P72	2ko2
Q99P84	6pmp;9b13;9ax5
Q99P86	1rh7
Q99P87	1rgx;1rfx
Q99PF4	7t3s;2whv;4apx;5tfl;7skh;4xxw;7uqu;2wcp;5wjm;2wd0;4aqe;3mvs;7t80;7u71;5un2;5i8d;5vh2;5ulu;8tri;5vt8;2wbx;7suu;5uz8;4aq8;4aqa;5tfk;6n2e;4axw
Q99PI5	7kiq
Q99PI8	5o0k;5o0p;5o0q;5o0l;7r86;5o0r;5o0n;5o0m;5o0o
Q99PJ1	4xxw;8umz;11iy;5tpk;6eet;6c10;5w1d;5kj4;4aq8;4axw;6n22;4aqa;4apx;6c13;6c14;6cv7;6bwn;8ton;4aqe;6bxu
Q99PT1	4f38
Q99PT9	5gsy;5gsz
Q99PV3	9snv;4oyu
Q99PZ6	4bvu
Q99Q00	9ilr;9ils
Q99Q02	6uex
Q99Q62	9ils;9ilr
Q99QC1	1zkj;5k1d;5gsc;5f1f;5k1f
Q99QI5	2i2j
Q99QS1	9atu;8d7k;9ass;8d4q;8d4o;9atk;9asx;8d4u;1yn3;8d4v;8d4s;8d7i
Q99QV3	2dg0;2dg1;2dso
Q99R54	3d1c
Q99RL1	4p1x
Q99SD6	3ty7
Q99SU7	9iav;9iau
Q99T05	3vms;3vmr;5zzk;3vmt;3vmq
Q99T13	2onj;2hyd;4a82
Q99TD3	4wjg
Q99TQ0	3bl6;4gmh
Q99U17	4qjn;4qju;8hd5
Q99UD1	7dog
Q99UN8	3im9
Q99UX4	2o1a
Q99UX5	7xli
Q99V45	1qy6;2o8l
Q99VG8	3ced
Q99VJ4	9njy
Q99W47	8vdk
Q99W51	2b3j
Q99WU4	2vs0;2vrz
Q99X56	1sqe
Q99XG5	2xco;6qtp;6fqs;5cdm;5cdq;5cdr;4bul;5cdo;2xct;7fvs;7fvt;5npk;2xcr;5cdp;6fqv;8bp2;5cdn;5npp;6qtk;6fm4;6qx2;2xcq;6qx1;2xcs;5iwi;6fqm;5iwm
Q99XL4	2fu2
Q99XS4	2ewc
Q99XU0	4pz1;4mer
Q99XV3	3gi1
Q99Y92	8a64;4nuy;8a49
Q99YA0	9w5y;6dkq;7cue;7cud;8dov;9w5z
Q99YP5	2wyi;2wyh
Q99YP9	4b3k;4b3l;5foo
Q99YR1	1yhf
Q99YR7	1z0p
Q99YS3	3vzh
Q99YS8	4qr1;4qr2;4qr0
